Time	Map	Map Status	Player Name	Player Team	Kills	Assists	Deaths	MVPs	Score	Current Equip. Value	Round Kills	Round HS Kills
1514500856	de_cache	live	boop	CT	14.0	0.0	0.0	4.0	32.0	5700.0	4.0	1.0
1514500935	de_cache	live	boop	CT	17.0	1.0	0.0	5.0	41.0	5700.0	3.0	1.0
1514500975	de_cache	live	boop	CT	18.0	1.0	1.0	5.0	43.0	5700.0	1.0	1.0
1514616371	RESET POINT	gameover										
1514688532	de_cache	live	boop	CT	5.0	0.0	0.0	1.0	12.0	600.0	5.0	4.0
1514688604	de_cache	live	boop	CT	10.0	0.0	0.0	2.0	22.0	5000.0	5.0	3.0
1514688677	de_cache	live	boop	CT	14.0	1.0	0.0	3.0	33.0	5000.0	4.0	0.0
1514688715	de_cache	live	boop	CT	17.0	1.0	0.0	4.0	39.0	4800.0	3.0	2.0
1514688746	de_cache	live	boop	CT	20.0	2.0	0.0	5.0	46.0	4800.0	3.0	1.0
1514688769	de_cache	live	boop	CT	21.0	2.0	1.0	5.0	48.0	4800.0	1.0	0.0
