Time	Map	Map Status	Player Name	Player Team	Kills	Assists	Deaths	MVPs	Score	Current Equip. Value	Round Kills	Round HS Kills
1514771422	de_mirage	live	boop	CT	24.0	6.0	19.0	4.0	59.0	7450.0	0.0	0.0
1514771540	de_mirage	live	boop	CT	26.0	6.0	20.0	4.0	63.0	5350.0	2.0	0.0
1514771632	de_mirage	live	boop	CT	26.0	7.0	20.0	4.0	64.0	4250.0	0.0	0.0
1514771690	de_mirage	gameover	boop	CT	27.0	7.0	21.0	4.0	66.0	4850.0	1.0	0.0
1514772402	de_cache	live	boop	CT	0.0	0.0	1.0	0.0	0.0	850.0	0.0	0.0
1514772517	de_cache	live	boop	CT	2.0	0.0	1.0	1.0	4.0	2550.0	2.0	1.0
1514772557	de_cache	live	boop	CT	3.0	0.0	2.0	1.0	6.0	6200.0	1.0	0.0
1514772641	de_cache	live	boop	CT	3.0	0.0	3.0	1.0	6.0	1700.0	0.0	0.0
1514772681	de_cache	live	boop	CT	3.0	0.0	4.0	1.0	6.0	200.0	0.0	0.0
1514772965	de_cache	live	boop	CT	4.0	0.0	5.0	1.0	9.0	5600.0	0.0	0.0
1514773015	de_cache	live	boop	CT	5.0	0.0	6.0	1.0	11.0	500.0	1.0	0.0
1514773128	de_cache	live	boop	CT	6.0	0.0	6.0	1.0	13.0	4450.0	1.0	0.0
1514773179	de_cache	live	boop	CT	6.0	0.0	7.0	1.0	13.0	7450.0	0.0	0.0
1514773351	de_cache	live	boop	CT	6.0	0.0	8.0	1.0	13.0	700.0	0.0	0.0
1514773449	de_cache	live	boop	CT	9.0	0.0	8.0	2.0	19.0	4750.0	3.0	0.0
1514773513	de_cache	live	boop	CT	9.0	0.0	9.0	2.0	19.0	5600.0	0.0	0.0
1514773654	de_cache	live	boop	CT	11.0	0.0	9.0	2.0	23.0	3000.0	2.0	1.0
1514773692	de_cache	live	boop	CT	11.0	0.0	10.0	2.0	23.0	6100.0	0.0	0.0
1514773826	de_cache	live	boop	T	12.0	0.0	10.0	2.0	27.0	850.0	1.0	1.0
1514773871	de_cache	live	boop	T	12.0	0.0	10.0	2.0	27.0	4900.0	0.0	0.0
1514773958	de_cache	live	boop	T	16.0	0.0	11.0	2.0	36.0	4800.0	4.0	2.0
1514774056	de_cache	live	boop	T	19.0	0.0	11.0	3.0	43.0	5000.0	3.0	1.0
1514774122	de_cache	live	boop	T	20.0	1.0	11.0	3.0	46.0	5000.0	1.0	1.0
1514774166	de_cache	live	boop	T	22.0	1.0	12.0	3.0	50.0	5000.0	2.0	2.0
1514774228	de_cache	live	boop	T	24.0	1.0	12.0	3.0	54.0	5000.0	2.0	1.0
1514774276	de_cache	live	boop	T	25.0	1.0	13.0	3.0	56.0	5000.0	1.0	0.0
1514774380	de_cache	live	boop	T	26.0	1.0	14.0	3.0	58.0	5000.0	1.0	0.0
1514774477	de_cache	live	boop	T	29.0	1.0	15.0	3.0	64.0	4700.0	3.0	2.0
1514774570	de_cache	live	boop	T	30.0	1.0	15.0	3.0	66.0	5000.0	1.0	1.0
1514774604	de_cache	live	boop	T	30.0	1.0	16.0	3.0	66.0	5000.0	0.0	0.0
1514774782	de_cache	live	boop	T	31.0	1.0	17.0	3.0	68.0	5000.0	1.0	1.0
1514774793	de_cache	gameover										
1514869302	de_overpass	live	boop	T	0.0	0.0	1.0	0.0	0.0	850.0	0.0	0.0
1514869402	de_overpass	live	boop	T	0.0	0.0	2.0	0.0	0.0	1500.0	0.0	0.0
1514869512	de_overpass	live	boop	T	0.0	0.0	3.0	0.0	0.0	200.0	0.0	0.0
1514869628	de_overpass	live	boop	T	0.0	0.0	4.0	0.0	0.0	4200.0	0.0	0.0
1514869825	de_overpass	live	boop	T	0.0	0.0	5.0	0.0	0.0	700.0	0.0	0.0
1514869915	de_overpass	live	boop	T	3.0	0.0	5.0	1.0	6.0	5950.0	3.0	1.0
1514870062	de_overpass	live	boop	T	5.0	0.0	5.0	1.0	11.0	5300.0	2.0	2.0
1514870177	de_overpass	live	boop	T	6.0	0.0	5.0	1.0	13.0	7050.0	1.0	0.0
1514870273	de_overpass	live	boop	T	6.0	0.0	6.0	1.0	13.0	7550.0	0.0	0.0
1514870413	de_overpass	live	boop	T	7.0	0.0	6.0	1.0	17.0	4700.0	1.0	0.0
1514870561	de_overpass	live	boop	T	9.0	0.0	6.0	2.0	23.0	4900.0	2.0	2.0
1514870696	de_overpass	live	boop	T	11.0	0.0	6.0	3.0	31.0	7350.0	2.0	1.0
1514870844	de_overpass	live	boop	T	14.0	0.0	6.0	4.0	40.0	4600.0	3.0	1.0
1514870996	de_overpass	live	boop	T	14.0	0.0	7.0	4.0	40.0	7150.0	0.0	0.0
1514871111	de_overpass	intermission	boop	T	16.0	0.0	7.0	5.0	45.0	7350.0	2.0	0.0
1514871166	de_overpass	live	boop	CT	16.0	0.0	8.0	5.0	45.0	850.0	0.0	0.0
1514871237	de_overpass	live	boop	CT	16.0	0.0	9.0	5.0	45.0	200.0	0.0	0.0
1514871347	de_overpass	live	boop	CT	16.0	0.0	10.0	5.0	45.0	700.0	0.0	0.0
1514871423	de_overpass	live	boop	CT	17.0	0.0	11.0	5.0	47.0	6000.0	1.0	0.0
1514871543	de_overpass	live	boop	CT	18.0	0.0	12.0	5.0	49.0	4850.0	1.0	1.0
1514871665	de_overpass	live	boop	CT	19.0	1.0	12.0	5.0	52.0	5050.0	1.0	0.0
1514871722	de_overpass	live	boop	CT	20.0	1.0	13.0	5.0	54.0	5400.0	1.0	1.0
1514871848	de_overpass	live	boop	CT	22.0	1.0	14.0	5.0	58.0	5600.0	2.0	0.0
1514871926	de_overpass	live	boop	CT	24.0	1.0	14.0	6.0	62.0	4950.0	2.0	0.0
1514872017	de_overpass	live	boop	CT	24.0	1.0	15.0	6.0	62.0	7750.0	0.0	0.0
1514872097	de_overpass	live	boop	CT	25.0	1.0	16.0	6.0	64.0	3950.0	1.0	1.0
1514872163	de_overpass	gameover										
1514872949	de_cbble	live	boop	T	1.0	0.0	1.0	0.0	2.0	850.0	1.0	1.0
1514873018	de_cbble	live	boop	T	1.0	0.0	2.0	0.0	2.0	1900.0	0.0	0.0
1514873093	de_cbble	live	boop	T	2.0	0.0	2.0	0.0	4.0	1400.0	1.0	0.0
1514873210	de_cbble	live	boop	T	3.0	0.0	3.0	0.0	6.0	4400.0	1.0	0.0
1514873283	de_cbble	live	boop	T	3.0	0.0	3.0	0.0	6.0	2700.0	0.0	0.0
1514873347	de_cbble	live	boop	T	4.0	0.0	3.0	0.0	8.0	5800.0	1.0	1.0
1514873389	de_cbble	live	boop	T	4.0	0.0	4.0	0.0	8.0	5900.0	0.0	0.0
1514873527	de_cbble	live	boop	T	4.0	0.0	5.0	0.0	8.0	4900.0	0.0	0.0
1514873643	de_cbble	live	boop	T	4.0	1.0	6.0	0.0	9.0	4600.0	0.0	0.0
1514873715	de_cbble	live	boop	T	5.0	1.0	7.0	0.0	11.0	4700.0	1.0	0.0
1514873916	de_cbble	live	boop	T	6.0	1.0	7.0	1.0	17.0	5100.0	1.0	0.0
1514873960	de_cbble	live	boop	T	6.0	1.0	8.0	1.0	17.0	5800.0	0.0	0.0
1514874094	de_cbble	live	boop	T	7.0	2.0	8.0	1.0	22.0	5000.0	1.0	1.0
1514874138	de_cbble	live	boop	T	7.0	2.0	9.0	1.0	22.0	5000.0	0.0	0.0
1514874269	de_cbble	intermission	boop	T	8.0	2.0	9.0	1.0	24.0	5000.0	1.0	0.0
1514874332	de_cbble	live	boop	CT	11.0	2.0	10.0	1.0	30.0	850.0	3.0	3.0
1514874425	de_cbble	live	boop	CT	13.0	2.0	10.0	1.0	35.0	4900.0	2.0	2.0
1514874494	de_cbble	live	boop	CT	15.0	2.0	11.0	1.0	39.0	6100.0	2.0	1.0
1514874581	de_cbble	live	boop	CT	16.0	3.0	11.0	1.0	42.0	5700.0	1.0	0.0
1514874648	de_cbble	live	boop	CT	16.0	3.0	12.0	1.0	42.0	5700.0	0.0	0.0
1514874742	de_cbble	live	boop	CT	17.0	4.0	13.0	1.0	45.0	7750.0	1.0	0.0
1514874799	de_cbble	live	boop	CT	18.0	4.0	14.0	1.0	47.0	2000.0	1.0	0.0
1514874902	de_cbble	live	boop	CT	19.0	4.0	14.0	1.0	49.0	300.0	1.0	0.0
1514874962	de_cbble	live	boop	CT	21.0	4.0	14.0	2.0	53.0	7850.0	2.0	2.0
1514875101	de_cbble	gameover	boop	CT	21.0	4.0	14.0	2.0	55.0	7750.0	1.0	0.0
